,label,sentence,len_sentence
873,1,"A woman wearing very formal colorful clothing and she seems to be dancing. Based on that information, is the claim A sad woman wearing very formal colorful clothing and she seems to be dancing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
874,1,"People standing with their bicycles. Based on that information, is the claim The people are taking a break from riding their bikes. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
875,0,"A man with glasses wearing a tuxedo and corsage stands near a man in a suit at a formal event. Based on that information, is the claim Two men standing together are dressed up. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
876,2,"A man draws a caricature of a woman. Based on that information, is the claim A man painting a car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
877,2,"Many roller derby players skating around the rink. Based on that information, is the claim roller derby players laying down after the match. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
878,1,"People, mainly women and 2 referees, are skating fiercely during a roller derby match. Based on that information, is the claim Fierce competition in the roller derby women's final match ensues. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
879,1,"The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents. Based on that information, is the claim A rollerskater behind the pack. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
880,1,"A man dressed in black and white is standing on the side of the street eating an ice cream cone. Based on that information, is the claim The man is eating chocolate ice cream. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
881,1,"A young man in a white hat is playing golf with an older man wearing a blue, long-sleeved shirt and khakis. Based on that information, is the claim There is an older man teaching his grandson how to play golf. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",65
882,2,"Workers are removing ice from a walkway. Based on that information, is the claim Workers having a coffee break ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
883,1,"Two oriental older women gathering rice from the fields. Based on that information, is the claim Some Asian women are walking in the field of rice. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
884,1,"people standing at a beach with Cameras. Based on that information, is the claim People standing at a beach being filmed by cameras. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
885,1,"A man and woman setup a camera. Based on that information, is the claim A man and woman prepare to record a scene ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
886,2,"Two children are looking through a telescope on a city street, and the boy is using a step ladder to see through the eyeglass. Based on that information, is the claim Two children are looking at a city street through binoculars. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",65
887,0,"Two individuals use a photo kiosk Based on that information, is the claim There are two individuals ""Entailment"", ""Contradiction"", or ""Inconclusive""?",35
888,1,"A young child plays on a beach next to an empty chair. Based on that information, is the claim A young child is visiting the beach with his family on their summer vacation. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
889,1,"A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter. Based on that information, is the claim The woman who is shown lives in the South. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
890,2,"A man stands by a load of boxes near a pizza restaurant. Based on that information, is the claim A man stands by some boxes near a dumpster. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
891,2,"A man with a tan jacket with a full grocery bag is crossing the street. Based on that information, is the claim The man is wearing nothing but a t shirt. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
892,1,"A large crowd is gathered outside and one woman is yelling. Based on that information, is the claim A group of protestors engages with a woman inside an auditorium. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
893,1,"Lot of people are gathered in front of a building. Based on that information, is the claim People stand outside of the building, awaiting the all clear after a fire drill. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
894,0,"An medical worker examines a young girl. Based on that information, is the claim A health worker is evaluating a girl. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
895,0,"A girl in a black sweater and jeans pours water into an empty soda bottle. Based on that information, is the claim Someone pours water into a bottle ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
896,0,"Men are playing rugby while covered in mud. Based on that information, is the claim There is mud on the rugby players. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
897,0,"A woman in a hooded type coat is holding a golden colored axe. Based on that information, is the claim A woman holds an axe. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
898,2,"A roofer in a gray sweatshirt and orange hat walks on a unfinished roof at a lake-side home. Based on that information, is the claim The man is fixing a bike. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
899,2,"A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor. Based on that information, is the claim a man sits on the floor ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
900,0,"Man jumping up in the air and splitting his legs with his mouth open. Based on that information, is the claim A man is jumping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
901,0,"asian women selling fruits from baskets at an outdoor market Based on that information, is the claim women selling fruits ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
902,1,"Women wait under their umbrellas for customers at a fresh food market. Based on that information, is the claim It is raining outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
903,0,"Construction worker looking over the job site. Based on that information, is the claim Construction worker at work ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
904,2,"A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot. Based on that information, is the claim The basketball player on the white team makes the basket. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
905,0,"Two people are sitting on a rock looking off into the distance. Based on that information, is the claim Two people are outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
906,1,"Woman smiling while holding a book and yellow paper star. Based on that information, is the claim the woman reading book in the hall ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
907,2,"A man in a tank top fixing himself a hotdog. Based on that information, is the claim they are girls there too ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
908,0,"A shirtless man is painting over a graffiti filled wall with a paint roller. Based on that information, is the claim A man is painting a wall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
909,1,"A man on a bicycle, wearing cycle gear, riding at a fast past down paved trail surrounded by tree's and grass. Based on that information, is the claim The man is riding on the sidewalk. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
910,2,"A man with a paddle stands next to a woman with a bikini top; and her arms are in a dance pose. Based on that information, is the claim two men bellydance ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
911,1,"Asian individuals are taking pictures of some unidentified thing. Based on that information, is the claim Asians spot what they think is a UFO and take pictures. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
912,2,"A group of young adults are standing on a street in front of a brick wall with a tall wooden gate. Based on that information, is the claim A group of friends watches a movie inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
913,1,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road. Based on that information, is the claim The person is stealing display boards. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
914,1,"A yellow race car sliding through a corner as spectators watch. Based on that information, is the claim A Nascar is being watched. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
915,1,"A man and a woman running in the street. Based on that information, is the claim The man and woman are running in a marathon. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
916,2,"A scientist studies a slide in order to work on her new creation. Based on that information, is the claim A woman is reading. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
917,2,"A small quaint town all lit up during the holiday season. Based on that information, is the claim The town is totally dark. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
918,0,"A person dressed in a jacket and long pants walks down a snow-covered street in a small town. Based on that information, is the claim The pants are long. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
919,2,"A student in a green shirt is writing in a notebook. Based on that information, is the claim A person at the movies ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
920,0,"A mountainous photo is complete with a blue sky. Based on that information, is the claim Someone has taken a photo. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
921,1,"Young boy plays with a truck outdoors, while a woman waits. Based on that information, is the claim Young boy has many toy trucks ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
922,0,"A man in a purple mascot costume is standing outside of a store while a man and a woman each wearing flamboyant clothing stand off to the side. Based on that information, is the claim The man is wearing the costume. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",63
923,0,"A person in a large pink triangle-shaped costume waves as a man and a woman dressed in matching brightly-colored striped and polka-dotted outfits smile back. Based on that information, is the claim The person is moving her hand. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",65
924,1,"Three men on mountain bikes go over a sand hill. Based on that information, is the claim Men on bikes go over a sand hill to get to the finish line. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
925,1,"A man and woman in formal attire are standing in a high grass meadow, posing for the photographer, and she has two of her fingers up on one hand behind his head. Based on that information, is the claim A couple enjoying some alone time. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",67
926,1,"Four men are posing behind a cash register. Based on that information, is the claim The men all know each other. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
927,0,"an Asian woman dances with long ribbons, she is mid jump with her legs pointed to the right and the red ribbons flowing on either side of her Based on that information, is the claim AN Asian woman is dancing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
928,0,"A big black poodle running on the grass with a toy in its mouth. Based on that information, is the claim A dog is playing outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
929,1,"A young boy in a cowboy hat rides a large horse. Based on that information, is the claim A boy is pretending to be a cowboy. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
930,2,"A man wearing his traditional ethnic clothing laughs as he views a show. Based on that information, is the claim A man wearing his traditional ethnic clothing sobs relentlessly as he views a show. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
931,0,"A man stands on a dock near several boats, while 2 other men are on one of the boats. Based on that information, is the claim A man is standing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
932,1,"A man wearing a blue shirt and headphones around his neck raises his arm. Based on that information, is the claim A man is raising his arm to get someones attention. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
933,2,"A man rides a black motorcycle while wearing a helmet and a van rides beside him in the distance. Based on that information, is the claim A man rides a white horse while wearing a cowboy hat and a another horse rides beside him. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",63
934,1,"A red truck is parked next to a burning blue building while a man in a green vest runs toward it. Based on that information, is the claim The burning blue building will turn to dust after an hour. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
935,0,"Two belly dancers perform with each other in the streets while passersby look on and watch the display. Based on that information, is the claim Two belly dancers perform ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
936,1,"A lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean. Based on that information, is the claim A woman is a good surfer. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
937,2,"A woman looks at a plate filled with steam. Based on that information, is the claim The woman is out shopping at the mall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
938,0,"A group of children in African clothing. Based on that information, is the claim A person in clothing ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
939,1,"a soccer player with black and red striped uniform gets ready to kick the soccer ball Based on that information, is the claim a soccer player gets ready to kick the ball after a penalty. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
940,2,"A man wearing a hat and boots is digging for something in the snow. Based on that information, is the claim A man is walking on sunshine. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
941,0,"Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football. Based on that information, is the claim Two people play flag football. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
942,1,"A guy in a blue shirt chases a guy in an orange shirt during a game of flag football. Based on that information, is the claim Two people are playing flag football at the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
943,2,"Indian musicians playing in the evening on a pillow, while life behind them continues. Based on that information, is the claim It is morning. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
944,1,"A group of people in a room, most with computers, some raising their hands. Based on that information, is the claim The group is in a classroom. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
945,0,"A group of people are walking by a van. Based on that information, is the claim Some people outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
946,2,"A boy toddler is holding a bat he is about to swing at a pinata. Based on that information, is the claim A child is about to hit the panda with a stick. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
947,0,"Female in a military uniform with her hair tied back. Based on that information, is the claim the female is wearing a ponytail ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
948,1,"A man in a red shirt and a blue hat is sitting on a sidewalk and touching drinking glasses. Based on that information, is the claim a man sips whisky ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
949,1,"A woman in a striped shirt holds an infant. Based on that information, is the claim A woman holds her baby. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
950,2,"a man playing guitar and signing next to a woman in a dress playing an instrument Based on that information, is the claim A dog is playing drums. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
951,2,"Two young musicians play from a stage. Based on that information, is the claim The stage is empty ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
952,0,"A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background. Based on that information, is the claim There are people outside ""Entailment"", ""Contradiction"", or ""Inconclusive""?",68
953,0,"A girl with short hair and a white shirt is holding a beer bottle Based on that information, is the claim There is a girl holding a beer bottle. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
954,0,"Mother and daughter are meeting for the first time. Based on that information, is the claim The mother and daughter are meeting. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
955,2,"A team of surgeons operate on a female patient. Based on that information, is the claim The surgeons are operating on a male patient. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
956,2,"The young boy in a red shirt and jeans resists his sister's request for water on the road. Based on that information, is the claim Kids share a drink. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
957,0,"A woman with red-hair and large tattoo is sitting in a chair outside. Based on that information, is the claim There's a lady with ginger hair ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
958,2,"Several members of a community are celebrating with music and costumes during a festival or party. Based on that information, is the claim People are mourning at a funeral. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
959,0,"Three young men wearing backpacks, shorts, t-shirts, sandals and hats are standing together on a sandy surface with palm trees in the distance. Based on that information, is the claim A small group of men clad in summery clothing are standing on sandy palm tree lined beach. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",74
960,1,"Man and woman rowing on surfboards third rower in distance. Based on that information, is the claim Couple go out for their first surfing session as a couple. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
961,0,"A kid slides down a yellow slide into a swimming pool. Based on that information, is the claim The child slides into the pool. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
962,2,"An older man is riding a bike with a blue laundry hamper full of clothes on his handlebars. Based on that information, is the claim The girl sold some cookies. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
963,0,"An older white woman makes cupcakes in her kitchen. Based on that information, is the claim An old woman is in a kitchen. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
964,2,"a young girl looking down through some leaves from atop a tree. Based on that information, is the claim There is a boy in a tree. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
965,1,"A man in glasses and an orange shirt is sitting outside next to a table with drinks on it. Based on that information, is the claim A man sits near a table with his drinks ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
966,0,"A team of men, three in red shirts and two others in baseball jerseys, re-surface a baseball diamond with specialized tools. Based on that information, is the claim A grounds crew maintain a park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
967,2,"A group of children divided into a maroon team and a blue team playing a soccer game. Based on that information, is the claim Men are playing basketball. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
968,2,"There are two kilted men, one of them older and is holding bagpipes with the other one with a drum. Based on that information, is the claim Two kiled men hold bagpipes ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
969,2,"A high school band getting ready to perform. Based on that information, is the claim A high school band eating spaghetti on Pluto. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
970,0,"A thin brunette woman lounges while reading on a rooftop overlooking a cityscape. Based on that information, is the claim A woman is on a rooftop. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
971,0,"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play. Based on that information, is the claim Children are playing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
972,2,"there are 5 people on a stage without their face showing behind a red curtain Based on that information, is the claim A man is standing by himself, playing guitar on the sidewalk. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
973,1,"Five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting. Based on that information, is the claim The audience watches as the actors in the dim haze, ready their lines for the first scene. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",66
974,0,"A man wearing white turns to hit a yellow tennis ball. Based on that information, is the claim A man plays tennis. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
975,0,"A man with ski poles and a large camping backpack treks through the snow. Based on that information, is the claim A man is trekking through the snow with ski poles. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
976,1,"A hockey player in blue and red guarding the goal. Based on that information, is the claim a hockey goalie earns his keep ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
977,2,"A woman wearing a yellow tank top and white pants looking into a window on a city street. Based on that information, is the claim A woman sits in her apartment in her pajamas with the blinds closed. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
978,2,"People looking at a tiny dog sitting on a sidewalk. Based on that information, is the claim Nobody is looking ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
979,1,"It is a march of people of different backgrounds all walking and one guy in a green shirt holds a flag. Based on that information, is the claim A man holds a big flag. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
980,1,"Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill. Based on that information, is the claim Two dirt bike riders are outside ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
981,0,"A snowboarder making a big jump doing a trick on a high mountain. Based on that information, is the claim A snowbaorder performs a trick jump. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
982,1,"Two ladies hiding behind their cotton candy, and smiling on the sidewalk. Based on that information, is the claim Two friends holding cotton candy smile at each other. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
983,0,"Two people are riding at once on one single bicycle. Based on that information, is the claim Two people taking a ride together on a bicyle outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
984,1,"A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road. Based on that information, is the claim A man is making a cross country trip on his motorcycle. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
985,2,"Two people play horseshoes. Based on that information, is the claim Sally was riding her horse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
986,1,"The people await to cross the street while walking the dog. Based on that information, is the claim people are at a busy intersection ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
987,2,"A girl with black pants on is lowering a camera onto the running track. Based on that information, is the claim The camera is being thrown by the girl ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
988,1,"A kneeling man bends his ear to listen on another in front of a guitar and audio equipment. Based on that information, is the claim Two men are composing together. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
989,0,"Bubbles surround a statue in the middle of a street. Based on that information, is the claim There are bubbles around the statue. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
990,1,"Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California. Based on that information, is the claim Tall people standing ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
991,2,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building. Based on that information, is the claim One person kneels before zod in the oval office. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",66
992,1,"A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them. Based on that information, is the claim they have a work meeting ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
993,0,"A man visiting a friend in the hospital. Based on that information, is the claim A man and a patient in a hospital room. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
994,1,"An older man wearing stars and stripes rides a bike. Based on that information, is the claim The man wearing stars and stripes on a bike is in a parade. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
995,0,"A man on a bicycle rides past a park, with a group of people in the background. Based on that information, is the claim A guy rides past the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
996,1,"Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments. Based on that information, is the claim The four men sitting in front of the two windows belong to a band. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",73
997,2,"An adventurous man navigates through the jungle with a long stick. Based on that information, is the claim A man takes his daughter out for ice cream. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
998,1,"Children are playing outside in a fountain. Based on that information, is the claim Some children throw stones into a fountain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
999,2,"Stick figures in the middle of the street. Based on that information, is the claim A picture of the ocean ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1000,0,"Cook handling hot tray with food on it. Based on that information, is the claim cook prepares food ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
1001,2,"A boy rides his skateboard at the park. Based on that information, is the claim A girl rides his skateboard at the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1002,1,"Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window. Based on that information, is the claim There is snow outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1003,0,"A dog is running in the waves at the beach. Based on that information, is the claim An animal is running outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1004,0,"A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance. Based on that information, is the claim The middle-aged woman is outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1005,0,"Two little girls reading a book at the library. Based on that information, is the claim The girls are in a library. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1006,1,"A kid with his face painted is at the top of a concrete structure with asterisks carved inside. Based on that information, is the claim His face is painted to look like a tiger. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1007,1,"A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd Based on that information, is the claim A man in black takes a picture of a fountain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1008,0,"A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing. Based on that information, is the claim The woman is outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1009,2,"A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows. Based on that information, is the claim A girl is making scrambled eggs. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1010,0,"A bicyclist wearing white sunglasses and a white and black helmet. Based on that information, is the claim A human wearing glasses ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1011,1,"A cyclist dressed in black and white is pointing. Based on that information, is the claim A cyclist dressed in black and white points towards the sky. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1012,1,"A local street in an Arabic country where there is a market selling Coca-Cola. Based on that information, is the claim A crowded street where people are buying soft drinks and other items. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1013,0,"A group of women playing volleyball indoors. Based on that information, is the claim People are inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
1014,2,"A woman wearing a striped wrap is bent over in a cornfield while looking at the camera. Based on that information, is the claim A man wearing a bathing suit is bent over in a cornfield while looking at the camera. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
1015,0,"Two women competing in a roller derby with several teammates and referee in the background. Based on that information, is the claim Two roller derby competitors skate quickly ahead of teammates. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1016,1,"Two girls playing basketball. Based on that information, is the claim The girl threw the basketball. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",35
1017,1,"A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch. Based on that information, is the claim World Series game 3 is being played ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1018,1,"A band singing and playing electric guitar for a crowd of people. Based on that information, is the claim A band is playing a cover song. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1019,0,"A man is installing a roof. Based on that information, is the claim A man is on top of a building. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1020,1,"Children are playing and swimming in a boy of water with a footbridge in the background. Based on that information, is the claim Children are swimming in cold water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1021,2,"A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth. Based on that information, is the claim A man is riding on top of a camel. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",70
1022,1,"A woman in skirt, torn stockings and combat boots and a man in aviators and batman tank top walk down a city street. Based on that information, is the claim The man and woman are going to a movie in the city. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",66
1023,1,"Women in blue dress singing on stage. Based on that information, is the claim A woman is singing for the first time. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1024,1,"A man sits at a table in a room. Based on that information, is the claim A man sits and waits for someone. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1025,2,"A young man in a backwards baseball cap balances his skateboard on the edge of the concrete. Based on that information, is the claim The man breaks his skateboard ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1026,1,"A mechanic for a race car team is working on the wheels of a race car. Based on that information, is the claim The car took a pit stop with just a few laps to go. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1027,2,"A man in gray and black is playing a black acoustic guitar with a slightly shorter woman who is wearing pink and playing a violin. Based on that information, is the claim a cow chews grass ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1028,2,"A man wearing a stocking hat and has a beard is looking at the camera with two women sitting on the couch next to him. Based on that information, is the claim there is a dog in the foreground ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
1029,0,"A boy on a bicycle in midair Based on that information, is the claim A boy is outdoors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1030,2,"A group of young people performing on a stage. Based on that information, is the claim A group of people are watching an empty stage. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1031,2,"a brown dog coming out of an orange and yellow tunnel Based on that information, is the claim A brown dog dancing out of a orange and yellow tunnel. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1032,1,"Three women and two men are standing at the foot of a large staircase holding stringed instruments and a clarinet. Based on that information, is the claim They are about to go upstairs. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1033,1,"the man is in the middle of a pole vault Based on that information, is the claim The man is concentrating. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1034,2,"A dog is on the beach near a ball. Based on that information, is the claim A cat is playing at the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1035,2,"A man wearing a white t-shirt and shorts is rock climbing with other people wearing blue hard hats. Based on that information, is the claim A man in a black t-shirt and shorts is hiking up a mountain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1036,2,"A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants. Based on that information, is the claim A man watering a bonsai tree. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1037,2,"A man in a suit cheering in a library in front of children. Based on that information, is the claim A boy is attending a club meeting. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1038,2,"A girl reaches up to kiss a cat, which is sitting on the counter. Based on that information, is the claim A girl is petting her dog. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1039,2,"A man playing a piano Based on that information, is the claim A boy is playing trombone. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1040,2,"little girl posing for a picture. Based on that information, is the claim The boy is posing for a picture. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
